Warsaw;2019-01-09;06:00:00;2.02;198
Warsaw;2019-01-09;09:00:00;1.8;158.001
Warsaw;2019-01-09;12:00:00;1.93;127.003
Warsaw;2019-01-09;15:00:00;2.67;100.502
Warsaw;2019-01-09;18:00:00;3.21;104.501
Warsaw;2019-01-09;21:00:00;3.66;91.5031
Warsaw;2019-01-10;00:00:00;3.76;75.5044
Warsaw;2019-01-10;03:00:00;3.77;74.0004
Warsaw;2019-01-10;06:00:00;3.76;74.0019
Warsaw;2019-01-10;09:00:00;3.13;65.0043
Warsaw;2019-01-10;12:00:00;2.66;34.0007
Warsaw;2019-01-10;15:00:00;2.32;17
Warsaw;2019-01-10;18:00:00;1.72;14.5003
Warsaw;2019-01-10;21:00:00;1.41;311.502
Warsaw;2019-01-11;00:00:00;1.51;225.501
Warsaw;2019-01-11;03:00:00;3.01;217.505
Warsaw;2019-01-11;06:00:00;4.32;211.003
Warsaw;2019-01-11;09:00:00;6.51;223
Warsaw;2019-01-11;12:00:00;8.82;239.501
Warsaw;2019-01-11;15:00:00;8.71;258.005
Warsaw;2019-01-11;18:00:00;8.22;304.509
Warsaw;2019-01-11;21:00:00;6.99;302.501
Warsaw;2019-01-12;00:00:00;7.24;289.001
Warsaw;2019-01-12;03:00:00;7.95;289.5
Warsaw;2019-01-12;06:00:00;8.12;288.504
Warsaw;2019-01-12;09:00:00;8.42;288.5
Warsaw;2019-01-12;12:00:00;9.37;294.002
Warsaw;2019-01-07;15:00:00;3.21;205.501
Warsaw;2019-01-07;18:00:00;4.15;208.001
Warsaw;2019-01-07;21:00:00;4.56;202.506
Warsaw;2019-01-08;00:00:00;5.02;195
Warsaw;2019-01-08;03:00:00;5.65;185
Warsaw;2019-01-08;06:00:00;6.26;182.001
Warsaw;2019-01-08;09:00:00;6.76;191.003
Warsaw;2019-01-08;12:00:00;6.1;196.5
Warsaw;2019-01-08;15:00:00;5.12;193.002
Warsaw;2019-01-08;18:00:00;5.61;187.501
Warsaw;2019-01-08;21:00:00;5.73;174.001
Warsaw;2019-01-09;00:00:00;4.87;171.5
Warsaw;2019-01-09;03:00:00;2.63;198.509
Warsaw;2019-01-09;06:00:00;2.02;198
Warsaw;2019-01-09;09:00:00;1.8;158.001
Warsaw;2019-01-09;12:00:00;1.93;127.003
Warsaw;2019-01-09;15:00:00;2.67;100.502
Warsaw;2019-01-09;18:00:00;3.21;104.501
Warsaw;2019-01-09;21:00:00;3.66;91.5031
Warsaw;2019-01-10;00:00:00;3.76;75.5044
Warsaw;2019-01-10;03:00:00;3.77;74.0004
Warsaw;2019-01-10;06:00:00;3.76;74.0019
Warsaw;2019-01-10;09:00:00;3.13;65.0043
Warsaw;2019-01-10;12:00:00;2.66;34.0007
Warsaw;2019-01-10;15:00:00;2.32;17
Warsaw;2019-01-10;18:00:00;1.72;14.5003
Warsaw;2019-01-10;21:00:00;1.41;311.502
Warsaw;2019-01-11;00:00:00;1.51;225.501
Warsaw;2019-01-11;03:00:00;3.01;217.505
Warsaw;2019-01-11;06:00:00;4.32;211.003
Warsaw;2019-01-11;09:00:00;6.51;223
Warsaw;2019-01-11;12:00:00;8.82;239.501
Warsaw;2019-01-11;15:00:00;8.71;258.005
Warsaw;2019-01-11;18:00:00;8.22;304.509
Warsaw;2019-01-11;21:00:00;6.99;302.501
Warsaw;2019-01-12;00:00:00;7.24;289.001
Warsaw;2019-01-12;03:00:00;7.95;289.5
Warsaw;2019-01-12;06:00:00;8.12;288.504
Warsaw;2019-01-12;09:00:00;8.42;288.5
Warsaw;2019-01-12;12:00:00;9.37;294.002
Warsaw;2019-01-07;15:00:00;3.21;205.501
Warsaw;2019-01-07;18:00:00;4.15;208.001
Warsaw;2019-01-07;21:00:00;4.56;202.506
Warsaw;2019-01-08;00:00:00;5.02;195
Warsaw;2019-01-08;03:00:00;5.65;185
Warsaw;2019-01-08;06:00:00;6.26;182.001
Warsaw;2019-01-08;09:00:00;6.76;191.003
Warsaw;2019-01-08;12:00:00;6.1;196.5
Warsaw;2019-01-08;15:00:00;5.12;193.002
Warsaw;2019-01-08;18:00:00;5.61;187.501
Warsaw;2019-01-08;21:00:00;5.73;174.001
Warsaw;2019-01-09;00:00:00;4.87;171.5
Warsaw;2019-01-09;03:00:00;2.63;198.509
Warsaw;2019-01-09;06:00:00;2.02;198
Warsaw;2019-01-09;09:00:00;1.8;158.001
Warsaw;2019-01-09;12:00:00;1.93;127.003
Warsaw;2019-01-09;15:00:00;2.67;100.502
Warsaw;2019-01-09;18:00:00;3.21;104.501
Warsaw;2019-01-09;21:00:00;3.66;91.5031
Warsaw;2019-01-10;00:00:00;3.76;75.5044
Warsaw;2019-01-10;03:00:00;3.77;74.0004
Warsaw;2019-01-10;06:00:00;3.76;74.0019
Warsaw;2019-01-10;09:00:00;3.13;65.0043
Warsaw;2019-01-10;12:00:00;2.66;34.0007
Warsaw;2019-01-10;15:00:00;2.32;17
Warsaw;2019-01-10;18:00:00;1.72;14.5003
Warsaw;2019-01-10;21:00:00;1.41;311.502
Warsaw;2019-01-11;00:00:00;1.51;225.501
Warsaw;2019-01-11;03:00:00;3.01;217.505
Warsaw;2019-01-11;06:00:00;4.32;211.003
Warsaw;2019-01-11;09:00:00;6.51;223
Warsaw;2019-01-11;12:00:00;8.82;239.501
Warsaw;2019-01-11;15:00:00;8.71;258.005
Warsaw;2019-01-11;18:00:00;8.22;304.509
Warsaw;2019-01-11;21:00:00;6.99;302.501
Warsaw;2019-01-12;00:00:00;7.24;289.001
Warsaw;2019-01-12;03:00:00;7.95;289.5
Warsaw;2019-01-12;06:00:00;8.12;288.504
Warsaw;2019-01-12;09:00:00;8.42;288.5
Warsaw;2019-01-12;12:00:00;9.37;294.002
Warsaw;2019-01-07;15:00:00;3.21;205.501
Warsaw;2019-01-07;18:00:00;4.15;208.001
Warsaw;2019-01-07;21:00:00;4.56;202.506
Warsaw;2019-01-08;00:00:00;5.02;195
Warsaw;2019-01-08;03:00:00;5.65;185
Warsaw;2019-01-08;06:00:00;6.26;182.001
Warsaw;2019-01-08;09:00:00;6.76;191.003
Warsaw;2019-01-08;12:00:00;6.1;196.5
Warsaw;2019-01-08;15:00:00;5.12;193.002
Warsaw;2019-01-08;18:00:00;5.61;187.501
Warsaw;2019-01-08;21:00:00;5.73;174.001
Warsaw;2019-01-09;00:00:00;4.87;171.5
Warsaw;2019-01-09;03:00:00;2.63;198.509
Warsaw;2019-01-09;06:00:00;2.02;198
Warsaw;2019-01-09;09:00:00;1.8;158.001
Warsaw;2019-01-09;12:00:00;1.93;127.003
Warsaw;2019-01-09;15:00:00;2.67;100.502
Warsaw;2019-01-09;18:00:00;3.21;104.501
Warsaw;2019-01-09;21:00:00;3.66;91.5031
Warsaw;2019-01-10;00:00:00;3.76;75.5044
Warsaw;2019-01-10;03:00:00;3.77;74.0004
Warsaw;2019-01-10;06:00:00;3.76;74.0019
Warsaw;2019-01-10;09:00:00;3.13;65.0043
Warsaw;2019-01-10;12:00:00;2.66;34.0007
Warsaw;2019-01-10;15:00:00;2.32;17
Warsaw;2019-01-10;18:00:00;1.72;14.5003
Warsaw;2019-01-10;21:00:00;1.41;311.502
Warsaw;2019-01-11;00:00:00;1.51;225.501
Warsaw;2019-01-11;03:00:00;3.01;217.505
Warsaw;2019-01-11;06:00:00;4.32;211.003
Warsaw;2019-01-11;09:00:00;6.51;223
Warsaw;2019-01-11;12:00:00;8.82;239.501
Warsaw;2019-01-11;15:00:00;8.71;258.005
Warsaw;2019-01-11;18:00:00;8.22;304.509
Warsaw;2019-01-11;21:00:00;6.99;302.501
Warsaw;2019-01-12;00:00:00;7.24;289.001
Warsaw;2019-01-12;03:00:00;7.95;289.5
Warsaw;2019-01-12;06:00:00;8.12;288.504
Warsaw;2019-01-12;09:00:00;8.42;288.5
Warsaw;2019-01-12;12:00:00;9.37;294.002
Warsaw;2019-01-07;15:00:00;3.21;205.501
Warsaw;2019-01-07;18:00:00;4.15;208.001
Warsaw;2019-01-07;21:00:00;4.56;202.506
Warsaw;2019-01-08;00:00:00;5.02;195
Warsaw;2019-01-08;03:00:00;5.65;185
Warsaw;2019-01-08;06:00:00;6.26;182.001
Warsaw;2019-01-08;09:00:00;6.76;191.003
Warsaw;2019-01-08;12:00:00;6.1;196.5
Warsaw;2019-01-08;15:00:00;5.12;193.002
Warsaw;2019-01-08;18:00:00;5.61;187.501
Warsaw;2019-01-08;21:00:00;5.73;174.001
Warsaw;2019-01-09;00:00:00;4.87;171.5
Warsaw;2019-01-09;03:00:00;2.63;198.509
Warsaw;2019-01-09;06:00:00;2.02;198
Warsaw;2019-01-09;09:00:00;1.8;158.001
Warsaw;2019-01-09;12:00:00;1.93;127.003
Warsaw;2019-01-09;15:00:00;2.67;100.502
Warsaw;2019-01-09;18:00:00;3.21;104.501
Warsaw;2019-01-09;21:00:00;3.66;91.5031
Warsaw;2019-01-10;00:00:00;3.76;75.5044
Warsaw;2019-01-10;03:00:00;3.77;74.0004
Warsaw;2019-01-10;06:00:00;3.76;74.0019
Warsaw;2019-01-10;09:00:00;3.13;65.0043
Warsaw;2019-01-10;12:00:00;2.66;34.0007
Warsaw;2019-01-10;15:00:00;2.32;17
Warsaw;2019-01-10;18:00:00;1.72;14.5003
Warsaw;2019-01-10;21:00:00;1.41;311.502
Warsaw;2019-01-11;00:00:00;1.51;225.501
Warsaw;2019-01-11;03:00:00;3.01;217.505
Warsaw;2019-01-11;06:00:00;4.32;211.003
Warsaw;2019-01-11;09:00:00;6.51;223
Warsaw;2019-01-11;12:00:00;8.82;239.501
Warsaw;2019-01-11;15:00:00;8.71;258.005
Warsaw;2019-01-11;18:00:00;8.22;304.509
Warsaw;2019-01-11;21:00:00;6.99;302.501
Warsaw;2019-01-12;00:00:00;7.24;289.001
Warsaw;2019-01-12;03:00:00;7.95;289.5
Warsaw;2019-01-12;06:00:00;8.12;288.504
Warsaw;2019-01-12;09:00:00;8.42;288.5
Warsaw;2019-01-12;12:00:00;9.37;294.002
Warsaw;2019-01-07;15:00:00;3.21;205.501
Warsaw;2019-01-07;18:00:00;4.15;208.001
Warsaw;2019-01-07;21:00:00;4.56;202.506
Warsaw;2019-01-08;00:00:00;5.02;195
Warsaw;2019-01-08;03:00:00;5.65;185
Warsaw;2019-01-08;06:00:00;6.26;182.001
Warsaw;2019-01-08;09:00:00;6.76;191.003
Warsaw;2019-01-08;12:00:00;6.1;196.5
Warsaw;2019-01-08;15:00:00;5.12;193.002
Warsaw;2019-01-08;18:00:00;5.61;187.501
Warsaw;2019-01-08;21:00:00;5.73;174.001
Warsaw;2019-01-09;00:00:00;4.87;171.5
Warsaw;2019-01-09;03:00:00;2.63;198.509
Warsaw;2019-01-09;06:00:00;2.02;198
Warsaw;2019-01-09;09:00:00;1.8;158.001
Warsaw;2019-01-09;12:00:00;1.93;127.003
Warsaw;2019-01-09;15:00:00;2.67;100.502
Warsaw;2019-01-09;18:00:00;3.21;104.501
Warsaw;2019-01-09;21:00:00;3.66;91.5031
Warsaw;2019-01-10;00:00:00;3.76;75.5044
Warsaw;2019-01-10;03:00:00;3.77;74.0004
Warsaw;2019-01-10;06:00:00;3.76;74.0019
Warsaw;2019-01-10;09:00:00;3.13;65.0043
Warsaw;2019-01-10;12:00:00;2.66;34.0007
Warsaw;2019-01-10;15:00:00;2.32;17
Warsaw;2019-01-10;18:00:00;1.72;14.5003
Warsaw;2019-01-10;21:00:00;1.41;311.502
Warsaw;2019-01-11;00:00:00;1.51;225.501
Warsaw;2019-01-11;03:00:00;3.01;217.505
Warsaw;2019-01-11;06:00:00;4.32;211.003
Warsaw;2019-01-11;09:00:00;6.51;223
Warsaw;2019-01-11;12:00:00;8.82;239.501
Warsaw;2019-01-11;15:00:00;8.71;258.005
Warsaw;2019-01-11;18:00:00;8.22;304.509
Warsaw;2019-01-11;21:00:00;6.99;302.501
Warsaw;2019-01-12;00:00:00;7.24;289.001
Warsaw;2019-01-12;03:00:00;7.95;289.5
Warsaw;2019-01-12;06:00:00;8.12;288.504
Warsaw;2019-01-12;09:00:00;8.42;288.5
Warsaw;2019-01-12;12:00:00;9.37;294.002
